product_id,product_name,category_id,product_category
1263,Online Community Software,24,Marketing
1264,Online Course Providers,41,Vertical Industry
1265,Online CRM Software,30,Sales
1266,Online Fax Software,26,Office
1267,Online Form Builder Software,9,Content Management
1268,Online Learning Platforms,41,Vertical Industry
1269,Online Marketplace Optimization Tools,8,Commerce
1270,Online Proctoring Software,41,Vertical Industry
1271,Online Program Management in Higher Education Providers,27,Other Services
1272,Online Proofing Software,9,Content Management
1273,Online Reputation Management Software,24,Marketing
1274,Operating Systems,22,IT Infrastructure
1275,Operational Risk Management Software,17,"Governance, Risk & Compliance"
1276,Optometry Software,41,Vertical Industry
1277,Oracle Bronto Consulting Providers,28,Professional Services
1278,Oracle Channel Partners,40,Value-Added Resellers (VARs)
1279,Oracle Cloud Application Resellers,40,Value-Added Resellers (VARs)
1280,Oracle Cloud Applications Consulting Providers,28,Professional Services
1281,Oracle Consulting Providers,28,Professional Services
1282,Oracle CX - Customer Experience Cloud Consulting Providers,28,Professional Services
1283,Oracle Database Consulting Providers,28,Professional Services
1284,Oracle Database Resellers,40,Value-Added Resellers (VARs)
1285,Oracle E-Business Suite Consulting Providers,28,Professional Services
1286,Oracle E-Business Suite Resellers,40,Value-Added Resellers (VARs)
1287,Oracle EPM - Enterprise Performance Management Cloud Consulting Providers,28,Professional Services
1288,Oracle ERP Cloud Consulting Providers,28,Professional Services
1289,Oracle ERP Consulting Providers,28,Professional Services
1290,Oracle ERP Resellers,40,Value-Added Resellers (VARs)
1291,Oracle Fusion Applications Consulting Providers,28,Professional Services
1292,Oracle Fusion Applications Resellers,40,Value-Added Resellers (VARs)
1293,Oracle HCM - Human Capital Management Cloud Consulting Providers,28,Professional Services
1294,Oracle Hyperion Consulting Providers,28,Professional Services
1295,Oracle Hyperion Resellers,40,Value-Added Resellers (VARs)
1296,Oracle Implementers and Consultants,15,Ecosystem Service Providers
1297,Oracle JD Edwards EnterpriseOne Consulting Providers,28,Professional Services
1298,Oracle JD Edwards EnterpriseOne Resellers,40,Value-Added Resellers (VARs)
1299,Oracle PeopleSoft Consulting Providers,28,Professional Services
1300,Oracle PeopleSoft Resellers,40,Value-Added Resellers (VARs)
1301,Oracle Primavera Consulting Providers,28,Professional Services
1302,Oracle Primavera Resellers,40,Value-Added Resellers (VARs)
1303,Oracle SCM - Supply Chain Management Cloud Consulting Providers,28,Professional Services
1304,Oracle Siebel Consulting Providers,28,Professional Services
1305,Oracle Siebel Resellers,40,Value-Added Resellers (VARs)
1306,Oracle Taleo Consulting Providers,28,Professional Services
1307,Order Management Software,16,ERP
1308,Org Chart Software,26,Office
1309,OS Imaging & Deployment Software,23,IT Management
1310,OT Secure Remote Access Software,31,Security
1311,Other Agriculture Software,41,Vertical Industry
1312,Other Analytics Software,1,Analytics
1313,Other Apparel Software,41,Vertical Industry
1314,Other Automotive Software,41,Vertical Industry
1315,Other AWS Consulting Providers,28,Professional Services
1316,Other B2B Services Providers,27,Other Services
1317,Other Business Finance Providers,5,Business Services
1318,Other CAD Software,6,CAD & PLM
1319,Other Cannabis Software,41,Vertical Industry
1320,Other Child Care Software,41,Vertical Industry
1321,Other Cisco Resellers,40,Value-Added Resellers (VARs)
1322,Other Cloud Integration Software,22,IT Infrastructure
1323,Other Collaboration Software,7,Collaboration & Productivity
1324,Other Construction Software,41,Vertical Industry
1325,Other Continuous Delivery Software,13,Development
1326,Other Conversion Rate Optimization Software,24,Marketing
1327,Other Creative Services Providers,28,Professional Services
1328,Other Customer Service Software,10,Customer Service
1329,Other Dental Software,41,Vertical Industry
1330,Other Design Software,12,Design
1331,Other Development Services Providers,28,Professional Services
1332,Other Development Software,13,Development
1333,Other Digital Accessibility Software,9,Content Management
1334,Other Digital Advertising Software,14,Digital Advertising
1335,Other Education Software,41,Vertical Industry
1336,Other Email Software,26,Office
1337,Other Event Management Software,24,Marketing
1338,Other Finance & Admin. Software,16,ERP
1339,Other Finance & Insurance Software,41,Vertical Industry
1340,Other Fitness Software,41,Vertical Industry
1341,Other Food Software,41,Vertical Industry
1342,Other Government Software,41,Vertical Industry
1343,Other Gym Software,41,Vertical Industry
1344,Other Health Care Operations Software,41,Vertical Industry
1345,Other Health Care Software,41,Vertical Industry
1346,Other Hospitality Software,41,Vertical Industry
1347,Other Hosting Services Providers,19,Hosting
1348,Other HR Services Providers,5,Business Services
1349,Other HR Software,20,HR
1350,Other Implementation Services Providers,28,Professional Services
1351,Other Infor Consulting Providers,28,Professional Services
1352,Other Infor Resellers,40,Value-Added Resellers (VARs)
1353,Other Insurance Software,41,Vertical Industry
1354,Other Integrated Development Environments (IDE),13,Development
1355,Other IoT Software,21,IoT Management
1356,Other IT Infrastructure Software,22,IT Infrastructure
1357,Other IT Management Software,23,IT Management
1358,Other IT Security Software,31,Security
1359,Other Laboratory Software,41,Vertical Industry
1360,Other Law Enforcement Software,41,Vertical Industry
1361,Other Lead Generation Software,24,Marketing
1362,Other Legal Services Providers,5,Business Services
1363,Other Legal Software,41,Vertical Industry
1364,Other Life Sciences Software,41,Vertical Industry
1365,Other Marine Software,41,Vertical Industry
1366,Other Marketing Services Providers,25,Marketing Services
1367,Other Marketing Software,24,Marketing
1368,Other Medical Services Providers,27,Other Services
1369,Other Microsoft Consulting Providers,28,Professional Services
1370,Other Microsoft Resellers,40,Value-Added Resellers (VARs)
1371,Other Mobile Development Software,13,Development
1372,Other Monitoring Software,22,IT Infrastructure
1373,Other Non-Relational Databases Software,22,IT Infrastructure
1374,Other Nonprofit Software,41,Vertical Industry
1375,Other Office Software,26,Office
1376,Other Oil and Gas Software,41,Vertical Industry
1377,Other Oracle Consulting Providers,28,Professional Services
1378,Other Oracle Resellers,40,Value-Added Resellers (VARs)
1379,Other Patient Experience Software,41,Vertical Industry
1380,Other Pharmacy Software,41,Vertical Industry
1381,Other Political Software,41,Vertical Industry
1382,Other Privacy Software,11,Data Privacy
1383,Other Process Automation Software,23,IT Management
1384,Other Product Suites Software,23,IT Management
1385,Other Public Relations Software,24,Marketing
1386,Other Public Safety Software,41,Vertical Industry
1387,Other Publisher Management Software,14,Digital Advertising
1388,Other Real Estate Software,41,Vertical Industry
1389,Other Recruiting Software,20,HR
1390,Other Reservations Software,41,Vertical Industry
1391,Other Retail Software,8,Commerce
1392,Other Sage Resellers,40,Value-Added Resellers (VARs)
1393,Other Sales Software,30,Sales
1394,Other Salesforce Consulting Providers,28,Professional Services
1395,Other SAP Consulting Providers,28,Professional Services
1396,Other SAP Resellers,40,Value-Added Resellers (VARs)
1397,Other Security Services Providers,32,Security and Privacy Services
1398,Other Social Media Software,24,Marketing
1399,Other Solution Consulting Providers,28,Professional Services
1400,Other Specialty Practice Management Software,41,Vertical Industry
1401,Other Sports Software,41,Vertical Industry
1402,Other Staffing Providers,35,Staffing Services
1403,Other Supply & Logistics Software,37,Supply Chain & Logistics
1404,Other Translation Software,9,Content Management
1405,Other Transportation Software,41,Vertical Industry
1406,Other Travel Arrangement Software,41,Vertical Industry
1407,Other Utilities Software,41,Vertical Industry
1408,Other VARs,40,Value-Added Resellers (VARs)
1409,Other Vertical Industry Software,41,Vertical Industry
1410,Other Veterinary Software,41,Vertical Industry
1411,Other Video Software,12,Design
1412,Other Web Frameworks Software,13,Development
1413,Other Workday Consulting Providers,28,Professional Services
1414,OTT Platforms,12,Design
1415,Outbound Call Tracking Software,30,Sales
1416,Outbound Marketing Services,25,Marketing Services
1417,Outdoor Access Points,42,Wireless
1418,Outplacement Providers,5,Business Services
1419,Outsourced Sales Providers,5,Business Services
1420,Package Tracking Software,26,Office
1421,Paid Search Intelligence Software,14,Digital Advertising
1422,Parking Management Software,41,Vertical Industry
1423,Parks and Recreation Software,41,Vertical Industry
1424,Partner Ecosystem Platforms Software,30,Sales
1425,Partner Management Software,30,Sales
1426,Password Manager Software,31,Security
1427,Password Policy Enforcement Software,31,Security
1428,Passwordless Authentication Software,31,Security
1429,Patch Management Software,31,Security
1430,Patent Research Software,41,Vertical Industry
1431,Patient Case Management Software,41,Vertical Industry
1432,Patient Engagement Software,41,Vertical Industry
1433,Patient Experience Software,41,Vertical Industry
1434,Patient Identity Resolution Software,41,Vertical Industry
1435,Patient Intake Software,41,Vertical Industry
1436,Patient Relationship Management (PRM) Software,41,Vertical Industry
1437,Patient Scheduling Software,41,Vertical Industry
1438,Pay Equity Software,20,HR
1439,Payment Analytics Software,8,Commerce
1440,Payment Card Issuance Software,8,Commerce
1441,Payment Gateways,8,Commerce
1442,Payment Processing Software,8,Commerce
1443,Payment Software,8,Commerce
1444,Payments Orchestration Software,8,Commerce
1445,Payroll Services Providers,5,Business Services
1446,Payroll Software,20,HR
1447,PC Backup Software,23,IT Management
1448,PCB Design Software,6,CAD & PLM
1449,PDF Editor Software,26,Office
1450,Peer Code Review Software,13,Development
1451,Pegasystems Consulting Providers,28,Professional Services
1452,Penetration Testing Services,32,Security and Privacy Services
1453,Penetration Testing Software,31,Security
1454,PEO Providers,20,HR
1455,Performance Management Systems,20,HR
1456,Performing Arts Software,41,Vertical Industry
1457,Personal Training Software,41,Vertical Industry
1458,Personalization Engines,24,Marketing
1459,Personalization Software,24,Marketing
1460,Pest Control Software,41,Vertical Industry
1461,Pet Care Software,41,Vertical Industry
1462,Pet Sitting and Daycare Software,41,Vertical Industry
1463,Pharma and Biotech Software,41,Vertical Industry
1464,Pharmaceutical Distribution Software,41,Vertical Industry
1465,Pharmacy Management Systems,41,Vertical Industry
1466,Pharmacy POS Software,41,Vertical Industry
1467,Pharmacy Software,41,Vertical Industry
1468,Photo Editing Software,12,Design
1469,Photo Management Software,12,Design
1470,Photogrammetry Software,6,CAD & PLM
1471,Photography Software,12,Design
1472,PHP Developers,28,Professional Services
1473,PHP Integrated Development Environments (IDE),13,Development
1474,PHP Web Frameworks,13,Development
1475,Physical Document Destruction Services Providers,28,Professional Services
1476,Physical Security Software,41,Vertical Industry
1477,Physical Therapy Software,41,Vertical Industry
1478,Physics Engine Software,13,Development
1479,Picking Software,37,Supply Chain & Logistics
1480,Plagiarism Checker Software,26,Office
1481,PLM Software,6,CAD & PLM
1482,Podcast Hosting Platforms,12,Design
1483,Police Records Management System (RMS) Software,41,Vertical Industry
1484,Policy Management Software,17,"Governance, Risk & Compliance"
1485,Political Campaign Software,41,Vertical Industry
1486,Political Software,41,Vertical Industry
1487,Pop-Up Builder Software,24,Marketing
1488,Population Health Management Software,41,Vertical Industry
1489,Portals Software,13,Development
1490,POS Software,8,Commerce
1491,Postal Presort Software,41,Vertical Industry
1492,Power BI Consulting Providers,28,Professional Services
1493,PPC Services Providers,25,Marketing Services
1494,PR Analytics Software,24,Marketing
1495,PR CRM Software,24,Marketing
1496,PR Firms,25,Marketing Services
1497,Pre-Employment Screening Software,20,HR
1498,Precision Agriculture Software,41,Vertical Industry
1499,Predictive Analytics Software,1,Analytics
1500,Predictive Maintenance Software,16,ERP
1501,Prequalification Software,41,Vertical Industry
1502,Presales Software,30,Sales
1503,Presentation Software,26,Office
1504,Press Release Distribution Software,24,Marketing
1505,Pricing Software,30,Sales
1506,Print Fulfillment Software,24,Marketing
1507,Print Management Software,26,Office
1508,Print On Demand Software,8,Commerce
1509,Prior Authorization Software,41,Vertical Industry
1510,Privacy Impact Assessment (PIA) Software,11,Data Privacy
1511,Privacy Policy Generator Software,11,Data Privacy
1512,Private Duty Home Care Software,41,Vertical Industry
1513,Privileged Access Management (PAM) Software,31,Security
1514,Proactive Customer Retention Software,10,Customer Service
1515,Proactive Notification Software,10,Customer Service
1516,Process Automation Software,23,IT Management
1517,Process ERP Software,16,ERP
1518,Process Mining Software,23,IT Management
1519,Procore App Marketplace Partners,26,Office
1520,Procure to Pay Software,16,ERP
1521,Procurement Software,16,ERP
1522,Product Analytics Software,24,Marketing
1523,Product and Machine Design Software,6,CAD & PLM
1524,Product Data Management (PDM) Software,6,CAD & PLM
1525,Product Design Services Providers,28,Professional Services
1526,Product Information Management (PIM) Software,8,Commerce
1527,Product Management Software,13,Development
1528,Product Reviews Software,8,Commerce
1529,Production Management Software,41,Vertical Industry
1530,Productivity Bots Software,7,Collaboration & Productivity
1531,Productivity Suite Software,7,Collaboration & Productivity
1532,Professional Headshot Photography Services Providers,28,Professional Services
1533,Professional Services Automation Software,16,ERP
1534,Professional Services Automation Software - PSA,7,Collaboration & Productivity
1535,Programmatic Job Advertising Software,20,HR
1536,Project and Portfolio Management Software,16,ERP
1537,Project Collaboration Software,16,ERP
1538,Project Collaboration Software,7,Collaboration & Productivity
1539,Project Cost Management Software,16,ERP
1540,Project Management Software,16,ERP
1541,Project Management Tools Software,16,ERP
1542,Project Portfolio Management Software - PPM,7,Collaboration & Productivity
1543,Project-Based ERP Software,16,ERP
1544,"Project, Portfolio & Program Management Software",16,ERP
1545,Promotional Product Management Software,24,Marketing
1546,Proofreading Software,26,Office
1547,Property & Casualty Insurance Agency Management Software,41,Vertical Industry
1548,Property & Casualty Policy Administration Systems,41,Vertical Industry
1549,Property Intelligence Software,41,Vertical Industry
1550,Property Management Software,41,Vertical Industry
1551,Property Restoration Software,41,Vertical Industry
1552,Proposal Software,30,Sales
1553,Protective Intelligence Platforms,41,Vertical Industry
1554,Prototyping Software,12,Design
1555,Provider Data Management (PDM) Software,41,Vertical Industry
1556,Proxy Network Software,31,Security
1557,Public Affairs and Advocacy Software,41,Vertical Industry
1558,Public Financial Management (PFM) Systems,41,Vertical Industry
1559,Public Records Management Software,41,Vertical Industry
1560,Public Relations (PR) Software,24,Marketing
1561,Public Safety Software,41,Vertical Industry
1562,Public Sector Software,41,Vertical Industry
1563,Public Transportation Software,41,Vertical Industry
1564,Public Works Software,41,Vertical Industry
1565,Publisher Ad Management Software,14,Digital Advertising
1566,Publisher Ad Server Software,14,Digital Advertising
1567,Punch List Software,41,Vertical Industry
1568,Purchasing Software,16,ERP
1569,Push Notification Software,24,Marketing
1570,Push-To-Talk (PTT) Software,7,Collaboration & Productivity
1571,Python and Django Developers,28,Professional Services
1572,Python Integrated Development Environments (IDE),13,Development
1573,Python Web Frameworks,13,Development
1574,Q&A Platforms,9,Content Management
1575,Qlik Channel Partners,40,Value-Added Resellers (VARs)
1576,QR Code Generator Software,24,Marketing
1577,Quality Management Systems (QMS),16,ERP
1578,Queue Management Software,26,Office
1579,Quote Management Software,30,Sales
1580,Quote-to-Cash Consulting Providers,28,Professional Services
1581,Quote-to-Cash Software,30,Sales
1582,Rack Servers,34,Servers
1583,Radiology Software,41,Vertical Industry
1584,Rapid Application Development (RAD) Software,13,Development
1585,RDF Databases,22,IT Infrastructure
1586,Real Estate Activities Management Software,41,Vertical Industry
1587,Real Estate CRM Software,41,Vertical Industry
1588,Real Estate Investment Management Software,41,Vertical Industry
1589,Real Estate License School Software,41,Vertical Industry
1590,Real Estate Marketing Software,41,Vertical Industry
1591,Real Estate Software,41,Vertical Industry
1592,Real Estate Virtual Tour Software,41,Vertical Industry
1593,Real-Time Text Translation Providers,39,Translation Services
1594,Records Storage Services Providers,28,Professional Services
1595,Recruiting Automation Software,20,HR
1596,Recruiting Software,20,HR
1597,Recruitment Agencies,35,Staffing Services
1598,Recruitment Marketing Agencies,35,Staffing Services
1599,Recruitment Marketing Platforms,20,HR
1600,Recruitment Platforms Software,20,HR
1601,Recruitment Process Outsourcing (RPO) Providers,35,Staffing Services
1602,Reference Check Software,20,HR
1603,Reference Management Software,41,Vertical Industry
1604,Referral Management Software,41,Vertical Industry
1605,Regulatory Change Management Software,17,"Governance, Risk & Compliance"
1606,Relational Databases,22,IT Infrastructure
1607,Release Notes Management Software,13,Development
1608,Relocation Management Services,5,Business Services
1609,Relocation Management Software,20,HR
1610,Remittance & Money Transfer Software,16,ERP
1611,Remote Desktop Software,22,IT Infrastructure
1612,Remote Monitoring & Management (RMM) Software,23,IT Management
1613,Remote Support Software,22,IT Infrastructure
1614,Rental Payment Software,41,Vertical Industry
1615,Repository Management Software,13,Development
1616,Reputation Management Services Providers,25,Marketing Services
1617,Requirements Management Software,13,Development
1618,Reservation Software,41,Vertical Industry
1619,Resource Management Software,16,ERP
1620,Restaurant Business Intelligence & Analytics Software,41,Vertical Industry
1621,Restaurant Delivery/Takeout Software,4,B2B Marketplaces
1622,Restaurant Inventory Management Software,41,Vertical Industry
1623,Restaurant Management Software,41,Vertical Industry
1624,Restaurant POS Systems,8,Commerce
1625,Restaurant Reservations Software,41,Vertical Industry
1626,Restaurant Scheduling Software,41,Vertical Industry
1627,Restaurant Software,41,Vertical Industry
1628,Resume Writing Services Providers,28,Professional Services
1629,Retail Analytics Software,8,Commerce
1630,Retail Assortment Management Applications Software,8,Commerce
1631,Retail Business Management Software,8,Commerce
1632,Retail Distributed Order Management Systems,8,Commerce
1633,Retail Execution Software,8,Commerce
1634,Retail Intelligence Software,8,Commerce
1635,Retail IoT Software,8,Commerce
1636,Retail Management Systems,8,Commerce
1637,Retail Media Advertising Platforms,14,Digital Advertising
1638,Retail Operations Software,8,Commerce
1639,Retail POS Systems,8,Commerce
1640,Retail Pricing Software,8,Commerce
1641,Retail Software,8,Commerce
1642,Retail Space Planning Software,8,Commerce
1643,Retail Task Management Software,8,Commerce
1644,Retargeting Software,14,Digital Advertising
1645,Returns Management Software,37,Supply Chain & Logistics
1646,Revenue Cycle Management Software,41,Vertical Industry
1647,Revenue Management Software,16,ERP
1648,Revenue Operations & Intelligence (RO&I) Software,30,Sales
1649,Revenue Operations Services,5,Business Services
1650,Reverse ETL Software,22,IT Infrastructure
1651,Rewards and Incentives Software,24,Marketing
1652,RFP Software,16,ERP
1653,Ride Sharing Software,4,B2B Marketplaces
1654,Risk Assessment Software,31,Security
1655,Risk-Based Authentication Software,31,Security
1656,Risk-Based Vulnerability Management Software,31,Security
1657,Robo-Advisory Software,41,Vertical Industry
1658,Robotic Process Automation (RPA) Consultancy Services,28,Professional Services
1659,Robotic Process Automation (RPA) Software,23,IT Management
1660,Roofing Software,41,Vertical Industry
1661,Room Systems,7,Collaboration & Productivity
1662,Rootstock Consulting Providers,28,Professional Services
1663,Route Planning Software,37,Supply Chain & Logistics
1664,Ruby on Rails Developers,28,Professional Services
1665,Runtime Application Self-Protection (RASP) Software,31,Security
1666,Runtime Software,13,Development
1667,SaaS Backup Software,23,IT Management
1668,SaaS Operations Management Software,23,IT Management
1669,SaaS Spend Management Software,23,IT Management
1670,Sage 100 Resellers,40,Value-Added Resellers (VARs)
1671,Sage 300 Resellers,40,Value-Added Resellers (VARs)
1672,Sage 50 Resellers,40,Value-Added Resellers (VARs)
1673,Sage 500 Resellers,40,Value-Added Resellers (VARs)
1674,Sage BusinessVision Resellers,40,Value-Added Resellers (VARs)
1675,Sage BusinessWorks Resellers,40,Value-Added Resellers (VARs)
1676,Sage Channel Partners,40,Value-Added Resellers (VARs)
1677,Sage CRM Resellers,40,Value-Added Resellers (VARs)
1678,Sage Fixed Assets Resellers,40,Value-Added Resellers (VARs)
1679,Sage HRMS Resellers,40,Value-Added Resellers (VARs)
1680,Sage Intacct Channel Partners,40,Value-Added Resellers (VARs)
1681,Sage X3 Resellers,40,Value-Added Resellers (VARs)
1682,Sales & Ops Planning Software,37,Supply Chain & Logistics
1683,Sales Acceleration Platforms,30,Sales
1684,Sales Acceleration Software,30,Sales
1685,Sales Analytics Software,30,Sales
1686,Sales Automation Software,30,Sales
1687,Sales Cloud Consulting Providers,28,Professional Services
1688,Sales Coaching Software,30,Sales
1689,Sales Compensation Software,30,Sales
1690,Sales Consulting Providers,5,Business Services
1691,Sales Enablement Software,30,Sales
1692,Sales Engagement Software,30,Sales
1693,Sales Gamification Software,30,Sales
1694,Sales Intelligence Software,30,Sales
1695,Sales Management Software,30,Sales
1696,Sales Performance Management Software,30,Sales
1697,Sales Platforms Software,30,Sales
1698,Sales Tax and VAT Compliance Software,16,ERP
1699,Sales Training and Onboarding Software,30,Sales
1700,Sales Training Providers,5,Business Services
1701,Salesforce Analytics Cloud Consulting Providers,28,Professional Services
1702,Salesforce App Cloud Consulting Providers,28,Professional Services
1703,Salesforce AppExchange Apps,26,Office
1704,Salesforce Channel Partners,40,Value-Added Resellers (VARs)
1705,Salesforce Commerce Cloud Consulting Providers,28,Professional Services
1706,Salesforce Community Cloud Consulting Providers,28,Professional Services
1707,Salesforce Consulting Providers,28,Professional Services
1708,Salesforce CPQ Consulting Providers,28,Professional Services
1709,Salesforce CRM Consulting Providers,28,Professional Services
1710,Salesforce CRM Document Generation Software,30,Sales
1711,Salesforce Implementers and Consultants,15,Ecosystem Service Providers
1712,Salesforce Marketing Cloud Consulting Providers,28,Professional Services
1713,Salesforce Pardot Consulting Providers,28,Professional Services
1714,Salesforce Training Services Providers,28,Professional Services
1715,SAP BI Consulting Providers,28,Professional Services
1716,SAP Business All-in-One Consulting Providers,28,Professional Services
1717,SAP Business All-in-One Resellers,40,Value-Added Resellers (VARs)
1718,SAP Business One Consulting Providers,28,Professional Services
1719,SAP Business One Resellers,40,Value-Added Resellers (VARs)
1720,SAP BusinessObjects Resellers,40,Value-Added Resellers (VARs)
1721,SAP Channel Partners,40,Value-Added Resellers (VARs)
1722,SAP Cloud Resellers,40,Value-Added Resellers (VARs)
1723,SAP Consulting Providers,28,Professional Services
1724,SAP CRM Consulting Providers,28,Professional Services
1725,SAP EPM Consulting Providers,28,Professional Services
1726,SAP ERP Consulting Providers,28,Professional Services
1727,SAP ERP Resellers,40,Value-Added Resellers (VARs)
1728,SAP FICO - Financial Accounting Consulting Providers,28,Professional Services
1729,SAP HANA Consulting Providers,28,Professional Services
1730,SAP HANA Resellers,40,Value-Added Resellers (VARs)
1731,SAP HR - Human Resources Consulting Providers,28,Professional Services
1732,SAP Hybris Resellers,40,Value-Added Resellers (VARs)
1733,SAP Implementers and Consultants,15,Ecosystem Service Providers
1734,SAP Industry Solutions Consulting Providers,28,Professional Services
1735,SAP Mobile Platform Consulting Providers,28,Professional Services
1736,SAP PLM Consulting Providers,28,Professional Services
1737,SAP SCM Consulting Providers,28,Professional Services
1738,SAP SRM Consulting Providers,28,Professional Services
1739,SAP Store Software,26,Office
1740,SAP SuccessFactors Resellers,40,Value-Added Resellers (VARs)
1741,Scholarship Management Software,41,Vertical Industry
1742,School Management Software,41,Vertical Industry
1743,School Transportation Software,41,Vertical Industry
1744,Scientific Data Management Systems (SDMS),41,Vertical Industry
1745,Screen and Video Capture Software,26,Office
1746,Screen Sharing Software,7,Collaboration & Productivity
1747,Screenwriting Software,26,Office
1748,SD-WAN Software,23,IT Management
1749,Search Advertising Software,14,Digital Advertising
1750,Search Engine Marketing (SEM) Agencies,25,Marketing Services
1751,Search Marketing Software,24,Marketing
1752,Search Monetization Platforms,14,Digital Advertising
1753,Secrets Management Tools,31,Security
1754,Secure Access Service Edge (SASE) Platforms,31,Security
1755,Secure Code Review Software,31,Security
1756,Secure Code Training Software,31,Security
1757,Secure Email Gateway Software,31,Security
1758,Secure Web Gateways,31,Security
1759,Security Awareness Training Software,31,Security
1760,Security Compliance Software,17,"Governance, Risk & Compliance"
1761,Security Information and Event Management (SIEM) Software,31,Security
1762,"Security Orchestration, Automation, and Response (SOAR) Software",31,Security
1763,Security Risk Analysis Software,31,Security
1764,Seed to Sale Software,41,Vertical Industry
1765,Self-Service Password Reset (SSPR) Software,31,Security
1766,Self-Storage Facility Management Software,41,Vertical Industry
1767,Sensitive Data Discovery Software,11,Data Privacy
1768,SEO Services Providers,25,Marketing Services
1769,SEO Software,24,Marketing
1770,Server Backup Software,23,IT Management
1771,Server Monitoring Software,22,IT Infrastructure
1772,Server Virtualization Software,22,IT Infrastructure
1773,Service Cloud Consulting Providers,28,Professional Services
1774,Service Desk Software,23,IT Management
1775,Service Desk Software,10,Customer Service
1776,Service Discovery Software,13,Development
1777,Service Mesh Tools,31,Security
1778,ServiceNow Marketplace Apps,26,Office
1779,Session Replay Software,24,Marketing
1780,Shared Inbox Software,7,Collaboration & Productivity
1781,SharePoint Consulting Providers,28,Professional Services
1782,SharePoint Resellers,40,Value-Added Resellers (VARs)
1783,Shipping Software,37,Supply Chain & Logistics
1784,Shopify Consulting Partners,28,Professional Services
1785,Shopify Designers,28,Professional Services
1786,Shopify Marketing Experts,28,Professional Services
1787,Shopify Photographers,28,Professional Services
1788,Shopify Setup Experts,28,Professional Services
1789,Shopify Web Developers,28,Professional Services
1790,Shopping Cart Software,8,Commerce
1791,Simulation & CAE Software,6,CAD & PLM
1792,Single Sign-On (SSO) Software,31,Security
1793,Sitecore Developers,28,Professional Services
1794,Sketching Software,6,CAD & PLM
1795,Skills Management Software,20,HR
1796,Smart Buildings Software,16,ERP
1797,Smart Cities Software,41,Vertical Industry
1798,Smart Contracts Software,22,IT Infrastructure
1799,Smart Irrigation Software,41,Vertical Industry
1800,Smart Link Software,24,Marketing
1801,Smart Utilities Software,41,Vertical Industry
1802,SMS Marketing Software,24,Marketing
1803,Social Commerce Platforms,8,Commerce
1804,Social CRM Software,30,Sales
1805,Social Customer Service Software,10,Customer Service
1806,Social Discovery Software,41,Vertical Industry
1807,Social Media Advertising Software,14,Digital Advertising
1808,Social Media Analytics Software,24,Marketing
1809,Social Media Management Software,24,Marketing
1810,Social Media Marketing (SMM) Companies,25,Marketing Services
1811,Social Media Marketing Software,24,Marketing
1812,Social Media Monitoring Software,24,Marketing
1813,Social Media Suites,24,Marketing
1814,Social Network Platforms,7,Collaboration & Productivity
1815,Software Asset Management (SAM) Software,23,IT Management
1816,Software Composition Analysis Tools,31,Security
1817,Software Design Platforms,12,Design
1818,Software Design Software,12,Design
1819,Software Developer Services Providers,28,Professional Services
1820,Software Development Analytics Tools,13,Development
1821,Software Localization Services,39,Translation Services
1822,Software Localization Tools,13,Development
1823,Software Testing Tools,13,Development
1824,Software-Defined Perimeter (SDP) Software,31,Security
1825,Solution Consulting Providers,28,Professional Services
1826,Source Code Management Software,13,Development
1827,Spa and Salon Management Software,41,Vertical Industry
1828,Space Management Software,26,Office
1829,Special Education Software,41,Vertical Industry
1830,Specialty Practice Management Software,41,Vertical Industry
1831,Specification Management Software,16,ERP
1832,Speech Analytics Software,10,Customer Service
1833,Spend Management Software,16,ERP
1834,Sports League Management Software,41,Vertical Industry
1835,Sports Marketing Intelligence Software,41,Vertical Industry
1836,Sports Performance Analytics Software,41,Vertical Industry
1837,Sports Software,41,Vertical Industry
1838,Spreadsheets Software,26,Office
1839,SSL & TLS Certificates Software,31,Security
1840,Staffing Agencies,35,Staffing Services
1841,Staffing Software,20,HR
1842,Standard Operating Procedures Software,9,Content Management
1843,Static Application Security Testing (SAST) Software,31,Security
1844,Static Code Analysis Tools,31,Security
1845,Statistical Analysis Software,1,Analytics
1846,Stock Footage Software,12,Design
1847,Stock Media Software,12,Design
1848,Stock Music Software,12,Design
1849,Stock Photos Websites,12,Design
1850,Storage Management Software,22,IT Infrastructure
1851,Storage Servers,34,Servers
1852,Store Locator Software,24,Marketing
1853,Strategic Planning Software,16,ERP
1854,Strategic Sourcing Software,16,ERP
1855,Strategy And Innovation Roadmapping Tools,16,ERP
1856,Stream Analytics Software,22,IT Infrastructure
1857,Structured Data Archiving and Application Retirement Software,22,IT Infrastructure
1858,Student Information Systems (SIS),41,Vertical Industry
1859,Studio Management Software,41,Vertical Industry
1860,Study Tools,41,Vertical Industry
1861,Subscription Analytics Software,8,Commerce
1862,Subscription Billing Software,8,Commerce
1863,Subscription Management Software,8,Commerce
1864,Subscription Revenue Management Software,8,Commerce
1865,Succession Planning Software,20,HR
1866,Supervisory Control and Data Acquisition (SCADA) Software,16,ERP
1867,Supplier Relationship Management Software,37,Supply Chain & Logistics
1868,Supply Chain Business Networks,37,Supply Chain & Logistics
1869,Supply Chain Cost-To-Serve Analytics Software,37,Supply Chain & Logistics
1870,Supply Chain Management Software,37,Supply Chain & Logistics
1871,Supply Chain Planning Software,37,Supply Chain & Logistics
